Year,State_Abbreviation,State,Population,Violent_Crime,Homicide,Rape,Robbery,Aggravated_Assault,Property_Crime,Burglary
2002,MS,Mississippi,2866733,9858,264,1127,3356,5111,109584,29593
2002,MT,Montana,910372,3197,16,237,283,2661,28751,3289
2002,NC,North Carolina,8305820,39118,548,2196,12205,24169,353708,99535
2002,ND,North Dakota,633911,496,5,163,58,270,14762,2243
2002,NE,Nebraska,1727564,5428,48,464,1359,3557,68178,10329
2002,NH,New Hampshire,1274405,2056,12,446,413,1185,26250,4838
2002,NJ,New Jersey,8575252,32252,339,1365,13955,16593,227715,43899
2002,NM,New Mexico,1852044,13719,152,1027,2206,10334,80477,19634
2002,NV,Nevada,2167455,13856,181,928,5118,7629,83896,18951
2002,NY,New York,19134293,95030,909,3885,36653,53583,442091,76700
2002,OH,Ohio,11408699,40128,526,4809,17871,16922,428976,99164
2002,OK,Oklahoma,3489700,17587,163,1573,2966,12885,148128,35171
2002,OR,Oregon,3520355,10298,72,1238,2742,6246,161145,25696
2002,PA,Pennsylvania,12328827,49578,624,3731,17163,28060,300868,55610
2002,RI,Rhode Island,1068326,3051,41,395,916,1699,35342,6415
2002,SC,South Carolina,4103770,33761,298,1959,5774,25730,183808,43745
2002,SD,South Dakota,760437,1350,11,361,117,861,15992,3034
2002,TN,Tennessee,5789796,41562,420,2290,9413,29439,249399,61248
2002,TX,Texas,21736925,126018,1302,8508,37580,78628,1004274,212602
2002,UT,Utah,2318789,5488,47,943,1140,3358,97641,15124
2002,VA,Virginia,7287829,21256,388,1839,6961,12068,207783,31757
2002,VT,Vermont,616408,658,13,126,77,442,14942,3489
2002,WA,Washington,6067060,20964,184,2734,5797,12249,288967,54948
2002,WI,Wisconsin,5439692,12238,154,1237,4713,6134,164749,27926
2002,WV,West Virginia,1804884,4221,57,328,657,3179,41099,9677
2002,WY,Wyoming,498830,1364,15,148,93,1108,16494,2448
2003,AK,Alaska,648280,3877,39,605,446,2787,24386,3874
2003,AL,Alabama,4503726,19331,299,1656,6038,11338,182241,43245
2003,AR,Arkansas,2727774,12449,180,911,2227,9131,99084,25016
2003,AZ,Arizona,5579222,28638,441,1856,7619,18722,314335,58613
2003,CA,California,35462712,205551,2407,9994,63770,129380,1215086,242274
2003,CO,Colorado,4547633,15757,185,1913,3738,9921,179706,32394
2003,CT,Connecticut,3486960,11045,112,698,4212,6023,92981,16043
2003,DC,District of Columbia,557620,9061,249,274,3941,4597,32696,4671
2003,DE,Delaware,818166,5525,21,370,1441,3693,27943,6066
2003,FL,Florida,16999181,124280,924,6727,31523,85106,757696,170644
2003,GA,Georgia,8676460,39435,657,2234,14043,22501,369589,79001
2003,HI,Hawaii,1248755,3400,22,367,1168,1843,65867,11409
2003,IA,Iowa,2941976,8175,50,796,1131,6198,87554,17515
2003,ID,Idaho,1367034,3362,26,535,245,2556,40042,7837
2003,IL,Illinois,12649087,70376,895,4189,23786,41506,415885,78345
2003,IN,Indiana,6199571,21842,338,1720,6401,13383,208039,41582
2003,KS,Kansas,2724786,10831,125,1085,2247,7374,109276,21973
2003,KY,Kentucky,4118189,10232,181,1124,3224,5703,103370,26034
2003,LA,Louisiana,4493665,28622,584,1601,7008,19429,193698,44572
2003,MA,Massachusetts,6420357,30377,140,1848,8011,20378,164543,34963
2003,MD,Maryland,5512310,38778,525,1358,13302,23593,209418,38641
2003,ME,Maine,1309205,1422,16,354,289,763,32078,6579
2003,MI,Michigan,10082364,51550,612,5470,11254,34214,330565,68316
2003,MN,Minnesota,5064172,13316,127,2092,3906,7191,157663,27698
2003,MO,Missouri,5719204,28067,289,1400,6686,19692,233564,41997
2003,MS,Mississippi,2882594,9336,267,1079,3016,4974,106867,29564
2003,MT,Montana,918157,3351,30,246,298,2777,28428,3722
2003,NC,North Carolina,8421190,38243,506,2139,12229,23369,359660,100687
2003,ND,North Dakota,633400,508,9,160,53,286,13364,1959
2003,NE,Nebraska,1737475,5105,56,504,1165,3380,65189,10133
2003,NH,New Hampshire,1288705,1937,17,438,480,1002,26456,4589
2003,NJ,New Jersey,8642412,31488,406,1288,13342,16452,220350,43457
2003,NM,New Mexico,1878562,12535,116,940,1937,9542,76816,18997
2003,NV,Nevada,2242207,13813,197,871,5225,7520,96128,21958
2003,NY,New York,19212425,89486,934,3775,35790,48987,432079,75453
2003,OH,Ohio,11437680,38185,526,4660,16895,16104,417483,95083
2003,OK,Oklahoma,3506469,17758,206,1501,3224,12827,151208,34846
2003,OR,Oregon,3564330,10506,68,1218,2847,6373,169863,28562
2003,PA,Pennsylvania,12370761,49210,647,3556,17980,27027,300639,53918
2003,RI,Rhode Island,1076084,3074,25,505,830,1714,32231,5524
2003,SC,South Carolina,4148744,33455,303,1952,5801,25399,187592,43993
2003,SD,South Dakota,764905,1329,10,356,104,859,15324,2878
2003,TN,Tennessee,5845208,40409,396,2129,9413,28471,256565,63323
2003,TX,Texas,22103374,122246,1422,8025,37017,75782,1016735,219877
2003,UT,Utah,2352119,5889,60,919,1258,3652,100084,16961
2003,VA,Virginia,7365284,20490,416,1807,6713,11554,200449,29105
2003,VT,Vermont,619343,707,15,126,62,504,13803,3017
2003,WA,Washington,6131298,21272,182,2863,5718,12509,291542,58271
2003,WI,Wisconsin,5474290,12104,183,1202,4397,6322,157684,26546
2003,WV,West Virginia,1811440,4627,73,311,701,3542,42370,10498
2003,WY,Wyoming,502111,1314,14,136,84,1080,16648,2611
2004,AK,Alaska,657755,4159,37,558,447,3117,22172,3773
2004,AL,Alabama,4525375,19324,254,1742,6042,11286,182340,44666
2004,AR,Arkansas,2750000,13814,176,1183,2372,10083,110911,30151
2004,AZ,Arizona,5739879,28952,414,1896,7721,18921,291203,56885
2004,CA,California,35842038,189175,2392,9615,61768,115400,1227194,245903
2004,CO,Colorado,4601821,17121,201,1945,3739,11236,180322,33010
2004,CT,Connecticut,3498966,10113,100,755,4188,5070,93942,15959
2004,DC,District of Columbia,554239,7590,198,222,3202,3968,26896,3946
2004,DE,Delaware,830069,5105,28,357,1343,3377,27256,5669
2004,FL,Florida,17385430,123754,946,6612,29997,86199,727141,166332
2004,GA,Georgia,8918129,40217,613,2387,13656,23561,376656,82992
2004,HI,Hawaii,1262124,3213,33,333,944,1903,60525,10827
2004,IA,Iowa,2952904,8499,44,782,1160,6513,85775,17928
2004,ID,Idaho,1395140,3452,31,594,241,2586,38799,7671
2004,IL,Illinois,12712016,69365,780,4220,22582,41783,403486,76088
2004,IN,Indiana,6226537,20294,316,1803,6373,11802,211929,42168
2004,KS,Kansas,2733697,10330,122,1142,1812,7254,109771,20146
2004,KY,Kentucky,4141835,10152,236,1238,3268,5410,105209,25902
2004,LA,Louisiana,4506685,28844,574,1616,6564,20090,199153,45359
2004,MA,Massachusetts,6407382,29489,171,1794,7484,20040,158150,34497
2004,MD,Maryland,5561332,38961,521,1317,12772,24351,202474,36704
2004,ME,Maine,1314985,1364,18,315,289,742,31740,6341
2004,MI,Michigan,10104206,49737,643,5482,11336,32276,309805,64233
2004,MN,Minnesota,5096546,13751,113,2123,4070,7445,155019,28048
2004,MO,Missouri,5759532,28226,354,1479,6630,19763,224629,40472
2004,MS,Mississippi,2900768,8568,227,1161,2503,4677,100980,27661
2004,MT,Montana,926920,2723,30,273,233,2187,27215,3515
2004,NC,North Carolina,8540468,38244,532,2339,11782,23591,355328,101193
2004,ND,North Dakota,636308,558,8,177,43,330,12493,2040
2004,NE,Nebraska,1747704,5393,40,620,1138,3595,61512,9826
2004,NH,New Hampshire,1299169,2202,17,466,500,1219,26658,4979
2004,NJ,New Jersey,8685166,30943,392,1331,13076,16144,211313,41030
2004,NM,New Mexico,1903006,13081,169,1039,2062,9811,79895,19924
2004,NV,Nevada,2332898,14379,172,954,4905,8348,98215,23142
2004,NY,New York,19280727,84914,889,3608,33506,46911,422734,70696
2004,OH,Ohio,11450143,38787,506,4744,17429,16108,419337,96518
2004,OK,Oklahoma,3523546,17635,186,1557,3090,12802,149472,35244
2004,OR,Oregon,3591363,10724,90,1283,2751,6600,166475,30072
2004,PA,Pennsylvania,12394471,50998,650,3535,18474,28339,299611,54443
2004,RI,Rhode Island,1079916,2673,26,320,731,1596,31166,5465
2004,SC,South Carolina,4197892,33160,286,1772,5468,25634,190456,43739
2004,SD,South Dakota,770621,1319,17,336,112,854,14885,3148
2004,TN,Tennessee,5893298,41113,357,2282,8863,29611,254991,60386
2004,TX,Texas,22471549,121554,1364,8388,35817,75985,1010702,220118
2004,UT,Utah,2420708,5647,46,967,1236,3398,97762,15225
2004,VA,Virginia,7481332,20608,390,1816,6899,11503,200368,28759
2004,VT,Vermont,621233,713,16,160,78,459,14559,3435
2004,WA,Washington,6207046,21330,190,2857,5866,12417,300837,60632
2004,WI,Wisconsin,5503533,11548,154,1136,4067,6191,146710,23854
2004,WV,West Virginia,1812548,5110,68,346,774,3922,46326,10994
2004,WY,Wyoming,505887,1163,11,112,67,973,16889,2738
2005,AK,Alaska,663253,4194,32,538,537,3087,23975,4131
2005,AL,Alabama,4548327,19678,374,1564,6447,11293,177393,43473
2005,AR,Arkansas,2775708,14670,189,1202,2532,10747,112914,30118
2005,AZ,Arizona,5953007,30478,445,2006,8579,19448,287345,56328
2005,CA,California,36154147,190178,2503,9392,63622,114661,1200531,250521
2005,CO,Colorado,4663295,18498,173,2026,3948,12351,188449,34746
2005,CT,Connecticut,3500701,9542,105,712,3933,4792,90270,15245
2005,DC,District of Columbia,582049,8032,195,166,3700,3971,26133,3577
2005,DE,Delaware,841741,5332,37,377,1306,3612,26245,5811
2005,FL,Florida,17768191,125957,883,6592,30141,88341,712998,164783
2005,GA,Georgia,9132553,40725,564,2143,14041,23977,378534,84463
2005,HI,Hawaii,1273278,3253,24,343,1001,1885,61115,9792
2005,IA,Iowa,2965524,8697,40,847,1153,6657,84370,18147
2005,ID,Idaho,1429367,3670,35,577,266,2792,38556,8066
2005,IL,Illinois,12765427,70496,770,4313,23255,42158,394670,77635
2005,IN,Indiana,6266019,20302,356,1856,6809,11281,216778,43756
2005,KS,Kansas,2748172,10701,101,1098,1795,7707,104588,19028
2005,KY,Kentucky,4172608,11134,190,1421,3690,5833,105608,26458
2005,LA,Louisiana,4507331,26889,450,1421,5337,19681,166611,39382
2005,MA,Massachusetts,6433367,29644,178,1751,7837,19878,151727,34728
2005,MD,Maryland,5589599,39369,552,1266,14378,23173,198483,35922
2005,ME,Maine,1318220,1483,19,326,323,815,31889,6323
2005,MI,Michigan,10100833,55936,629,5199,13348,36760,312892,70527
2005,MN,Minnesota,5126739,15243,115,2258,4724,8146,158301,29716
2005,MO,Missouri,5797703,30477,402,1625,7196,21254,227809,42822
2005,MS,Mississippi,2908496,8131,214,1147,2405,4365,95231,26866
2005,MT,Montana,934737,2634,18,301,177,2138,29407,3642
2005,NC,North Carolina,8672459,40650,585,2302,12635,25128,353855,104298
2005,ND,North Dakota,634605,706,12,180,54,460,12848,2043
2005,NE,Nebraska,1758163,5052,44,581,1040,3387,60348,9408
2005,NH,New Hampshire,1306819,1761,19,406,365,971,24031,4192
2005,NJ,New Jersey,8703150,30919,417,1208,13215,16079,203391,38980
2005,NM,New Mexico,1925985,12448,144,1041,1893,9370,79575,20939
2005,NV,Nevada,2412301,14654,206,1016,4702,8730,102424,23481
2005,NY,New York,19315721,85839,874,3636,35179,46150,405990,68034
2005,OH,Ohio,11470685,40162,590,4671,18673,16228,420705,100183
2005,OK,Oklahoma,3543442,18044,187,1481,3230,13146,143406,35692
2005,OR,Oregon,3638871,10444,80,1266,2478,6620,160199,27621
2005,PA,Pennsylvania,12405348,52761,756,3586,19214,29205,300444,56134
2005,RI,Rhode Island,1073579,2710,34,323,776,1577,29287,5319
2005,SC,South Carolina,4246933,32590,314,1862,5657,24757,185606,42741
2005,SD,South Dakota,774883,1387,18,377,145,847,13694,2505
2005,TN,Tennessee,5955745,45104,431,2194,10009,32470,256093,61508
2005,TX,Texas,22928508,121091,1407,8511,35790,75383,990293,219828
2005,UT,Utah,2490334,5612,56,920,1095,3541,95546,14971
2005,VA,Virginia,7564327,21434,458,1763,7495,11718,200404,29829
2005,VT,Vermont,622387,782,8,153,76,545,14749,3185
2005,WA,Washington,6291899,21745,205,2811,5788,12941,307661,60343
2005,WI,Wisconsin,5527644,13367,206,1135,4555,7471,147556,24448
2005,WV,West Virginia,1814083,4968,82,335,816,3735,47757,11334
2005,WY,Wyoming,508798,1172,14,122,78,958,16070,2426
2006,AK,Alaska,670053,4610,36,512,600,3462,23975,4155
2006,AL,Alabama,4599030,19553,382,1646,7062,10463,181249,44780
2006,AR,Arkansas,2810872,15538,205,1325,2749,11259,112025,31864
2006,AZ,Arizona,6166318,33456,533,2449,9491,20983,294389,59418
2006,CA,California,36457549,194483,2486,9235,71142,111620,1159988,247230
2006,CO,Colorado,4753377,18794,171,2158,3824,12641,163439,32411
2006,CT,Connecticut,3504809,10505,137,696,4460,5212,90638,15583
2006,DC,District of Columbia,581530,8772,169,185,3829,4589,27064,3835
2006,DE,Delaware,853476,5983,42,417,1791,3733,29670,6337
2006,FL,Florida,18089888,129602,1129,6475,34147,87851,721101,170873
2006,GA,Georgia,9363941,44754,605,2169,15511,26469,362712,85140
2006,HI,Hawaii,1285498,3608,21,353,1144,2090,54247,8724
2006,IA,Iowa,2982085,8521,55,871,1309,6286,84202,18160
2006,ID,Idaho,1466465,3666,35,611,294,2726,35135,7545
2006,IL,Illinois,12831970,69498,780,4078,23782,40858,387478,77259
2006,IN,Indiana,6313520,20303,361,1811,7175,10956,217783,45538
2006,KS,Kansas,2764075,11960,125,1279,1878,8678,104260,20086
2006,KY,Kentucky,4206074,11361,173,1312,3850,6026,109428,27867
2006,LA,Louisiana,4287768,30923,555,1587,5928,22853,174975,46703
2006,MA,Massachusetts,6437193,32217,188,1771,8080,22178,153943,35243
2006,MD,Maryland,5615727,38111,546,1178,14376,22011,195484,37459
2006,ME,Maine,1321574,1533,23,341,383,786,33658,6846
2006,MI,Michigan,10095643,56981,721,5347,14229,36684,325594,76313
2006,MN,Minnesota,5167101,16042,126,1645,5441,8830,159276,30306
2006,MO,Missouri,5842713,31897,369,1764,7597,22167,224007,44734
2006,MS,Mississippi,2910540,9076,231,1039,3259,4547,92853,27117
2006,MT,Montana,944632,3564,33,348,233,2950,26986,3380
2006,NC,North Carolina,8856505,42088,539,2495,13468,25586,364549,107333
2006,ND,North Dakota,635867,1255,14,241,75,925,13359,2601
2006,NE,Nebraska,1768331,5197,51,577,1136,3433,59411,9535
2006,NH,New Hampshire,1314895,1785,13,295,435,1042,26060,4395
2006,NJ,New Jersey,8724560,30550,427,1201,13360,15562,198820,39384
2006,NM,New Mexico,1954599,12797,134,1073,2095,9495,76000,20906
2006,NV,Nevada,2495529,18687,226,1092,7038,10331,102338,24902
2006,NY,New York,19306183,84016,922,3168,34459,45467,398577,68617
2006,OH,Ohio,11478006,41491,560,4770,19418,16743,423334,105639
2006,OK,Oklahoma,3579212,17905,210,1488,3145,13062,129728,34437
2006,OR,Oregon,3700758,10534,88,1219,2711,6516,137858,24324
2006,PA,Pennsylvania,12440621,55028,741,3611,21095,29581,304589,57739
2006,RI,Rhode Island,1067610,2460,27,289,740,1404,27914,5453
2006,SC,South Carolina,4321249,33322,362,1834,5902,25224,184712,42952
2006,SD,South Dakota,781919,2071,30,465,158,1418,13812,3024
2006,TN,Tennessee,6038803,46043,419,2194,11143,32287,249860,63024
2006,TX,Texas,23507783,121602,1386,8429,37256,74531,959846,215710
2006,UT,Utah,2550063,5771,51,891,1242,3587,89572,14721
2006,VA,Virginia,7642884,21683,403,1829,7779,11672,190257,32166
2006,VT,Vermont,623908,905,14,173,114,604,14920,3443
2006,WA,Washington,6395798,22303,197,2748,6424,12934,288456,58843
2006,WI,Wisconsin,5556506,15899,165,1233,5564,8937,156748,27038
2006,WV,West Virginia,1818470,5113,80,404,853,3776,47941,11579
2006,WY,Wyoming,515004,1307,13,151,72,1071,15381,2322
2007,AK,Alaska,683478,4520,43,545,581,3351,23096,3734
2007,AL,Alabama,4627851,20775,412,1548,7398,11417,184082,45379
2007,AR,Arkansas,2834797,15226,198,1294,3105,10629,112130,32035
2007,AZ,Arizona,6338755,32835,548,2353,9764,20170,287308,59988
2007,CA,California,36553215,191561,2262,9046,70706,109547,1112510,237850
2007,CO,Colorado,4861515,17101,155,2075,3461,11410,145808,28633
2007,CT,Connecticut,3502309,10547,113,690,4303,5441,86528,15640
2007,DC,District of Columbia,588292,8325,181,192,4265,3687,28922,3926
2007,DE,Delaware,864764,6100,39,341,1763,3957,29216,6420
2007,FL,Florida,18251243,131878,1202,6149,38155,86372,746249,181836
2007,GA,Georgia,9544750,46917,720,2198,17291,26708,371248,90294
2007,HI,Hawaii,1283388,3544,24,377,1122,2021,52866,9089
2007,IA,Iowa,2988046,8970,39,970,1328,6633,79133,17176
2007,ID,Idaho,1499402,3841,49,607,243,2942,34124,7131
2007,IL,Illinois,12852548,68528,752,4103,23100,40573,377322,75524
2007,IN,Indiana,6345289,21310,350,1738,7845,11377,213887,46485
2007,KS,Kansas,2775997,12730,106,1287,2022,9315,102961,20461
2007,KY,Kentucky,4241474,12329,206,1365,4068,6690,107987,27820
2007,LA,Louisiana,4293204,31789,625,1427,6316,23421,180516,46932
2007,MA,Massachusetts,6449755,28487,187,1643,7021,19636,154743,35767
2007,MD,Maryland,5618344,36063,554,1179,13258,21072,192796,37095
2007,ME,Maine,1317207,1565,20,392,349,804,32249,6745
2007,MI,Michigan,10071822,53765,661,4592,13365,35147,308550,75273
2007,MN,Minnesota,5197621,15054,116,1873,4770,8295,158257,29717
2007,MO,Missouri,5878415,32962,367,1785,7728,23082,225113,44897
2007,MS,Mississippi,2918785,8502,202,1033,2896,4371,90887,27223
2007,MT,Montana,957861,3638,27,363,233,3015,27837,3476
2007,NC,North Carolina,9061032,42231,584,2386,13534,25727,369893,108700
2007,ND,North Dakota,639715,1343,17,252,75,999,12796,2314
2007,NE,Nebraska,1774571,5524,71,550,1115,3788,55765,9035
2007,NH,New Hampshire,1315828,1896,12,357,451,1076,26394,5074
2007,NJ,New Jersey,8685920,28544,381,1032,12567,14564,192338,37234
2007,NM,New Mexico,1969915,13311,183,1028,2323,9777,75168,20823
2007,NV,Nevada,2565382,19365,193,1096,6938,11138,97118,24911
2007,NY,New York,19297729,79962,805,2928,31085,45144,383624,64914
2007,OH,Ohio,11466917,40759,529,4661,18351,17218,397681,99049
2007,OK,Oklahoma,3617316,18234,224,1565,3392,13053,128714,34367
2007,OR,Oregon,3747455,11015,76,1276,2864,6799,132773,22979
2007,PA,Pennsylvania,12432792,51806,725,3443,19440,28198,293850,56091
2007,RI,Rhode Island,1057832,2424,19,258,760,1387,27576,5206
2007,SC,South Carolina,4407709,34630,364,1773,6354,26139,189304,45398
2007,SD,South Dakota,796214,1926,31,433,118,1344,13829,2647
2007,TN,Tennessee,6156719,46482,405,2201,11033,32843,252342,61817
2007,TX,Texas,23904380,122014,1419,8460,38778,73357,985421,228320
2007,UT,Utah,2645330,6347,59,935,1425,3928,93082,15594
2007,VA,Virginia,7712091,21035,415,1793,7696,11131,191763,32028
2007,VT,Vermont,621254,802,13,128,79,582,14702,3200
2007,WA,Washington,6468424,21768,174,2653,6079,12862,261776,52874
2007,WI,Wisconsin,5601640,16330,185,1227,5480,9438,159305,27890
2007,WV,West Virginia,1812035,5016,65,388,847,3716,45620,10822
2007,WY,Wyoming,522830,1344,21,172,84,1067,15053,2365
2008,AK,Alaska,686293,4475,27,447,645,3356,20090,3237
2008,AL,Alabama,4661900,21110,351,1618,7346,11795,190416,50411
2008,AR,Arkansas,2855390,14649,165,1463,2777,10244,110360,33912
2008,AZ,Arizona,6500180,31567,462,2200,9809,19096,266653,58606
2008,CA,California,36756666,185329,2142,8903,69388,104896,1080996,237811
2008,CO,Colorado,4939456,17480,165,2151,3404,11760,139340,28054
2008,CT,Connecticut,3501252,10737,132,680,4043,5882,87210,15107
2008,DC,District of Columbia,591833,8509,186,186,4430,3707,30211,3788
2008,DE,Delaware,873092,6187,57,371,1847,3912,31385,6783
2008,FL,Florida,18328340,126256,1168,5972,36268,82848,758889,188472
2008,GA,Georgia,9685744,47353,640,2334,17808,26571,387917,100564
2008,HI,Hawaii,1288198,3510,26,363,1085,2036,45944,9404
2008,IA,Iowa,3002555,8651,77,937,1249,6388,73273,16598
2008,ID,Idaho,1523816,3680,23,579,239,2839,31940,6748
2008,IL,Illinois,12901563,67780,790,4118,24054,38818,378355,78968
2008,IN,Indiana,6376792,21525,322,1711,7580,11912,213639,48805
2008,KS,Kansas,2802134,11554,113,1226,1681,8534,94882,19651
2008,KY,Kentucky,4269245,12690,201,1457,4080,6952,114492,29556
2008,LA,Louisiana,4410796,29613,544,1250,6241,21578,171179,45524
2008,MA,Massachusetts,6497967,30137,166,1751,7077,21143,155919,36251
2008,MD,Maryland,5633597,35393,493,1127,13203,20570,198165,38849
2008,ME,Maine,1316456,1572,31,379,333,829,32433,6559
2008,MI,Michigan,10003422,51512,554,4507,13246,33205,295100,74787
2008,MN,Minnesota,5220393,13853,110,1805,4179,7759,149517,26558
2008,MO,Missouri,5911605,29701,456,1612,7395,20238,216522,45763
2008,MS,Mississippi,2938618,8942,236,958,3079,4669,85488,25506
2008,MT,Montana,967440,3013,40,358,204,2411,26300,3689
2008,NC,North Carolina,9222414,43125,599,2296,14323,25907,372763,111556
2008,ND,North Dakota,641481,1441,11,331,73,1026,13029,2336
2008,NE,Nebraska,1783432,5570,69,601,1297,3603,51350,8731
2008,NH,New Hampshire,1315809,2054,14,385,421,1234,28387,4266
2008,NJ,New Jersey,8682661,28351,376,1122,12701,14152,199127,40402
2008,NM,New Mexico,1984356,12967,161,1118,2151,9537,75718,20706
2008,NV,Nevada,2600167,18973,165,1106,6486,11216,90006,24254
2008,NY,New York,19490297,77546,836,2798,31787,42125,388599,65544
2008,OH,Ohio,11485910,40436,547,4531,18706,16652,391667,102428
2008,OK,Oklahoma,3642361,19359,215,1471,3698,13975,126535,35247
2008,OR,Oregon,3790060,9909,87,1183,2656,5983,125169,21115
2008,PA,Pennsylvania,12448279,51044,705,3485,18873,27981,300294,58687
2008,RI,Rhode Island,1050788,2656,31,282,880,1463,29895,5766
2008,SC,South Carolina,4479800,32746,307,1686,6595,24158,189950,45964
2008,SD,South Dakota,804194,2227,37,562,134,1494,13867,2683
2008,TN,Tennessee,6214888,44913,412,2078,10804,31619,251089,65093
2008,TX,Texas,24326974,123585,1370,8055,37739,76421,969865,230046
2008,UT,Utah,2736424,6165,41,915,1421,3788,92373,14766
2008,VA,Virginia,7769089,20031,370,1794,7470,10397,196726,32188
2008,VT,Vermont,621270,854,17,133,93,611,15903,3515
2008,WA,Washington,6549224,21888,193,2653,6419,12623,249283,53136
2008,WI,Wisconsin,5627967,15507,146,1128,5163,9070,155456,27459
2008,WV,West Virginia,1814468,5006,67,389,896,3654,45971,10840
2008,WY,Wyoming,532668,1330,12,185,87,1046,14515,2198
2009,AK,Alaska,698473,4424,22,513,654,3235,20538,3600
2009,AL,Alabama,4708708,21194,322,1504,6265,13103,178007,48844
2009,AR,Arkansas,2889450,14905,179,1378,2576,10772,109078,34753
2009,AZ,Arizona,6595778,28128,380,2279,8199,17270,236721,54308
2009,CA,California,36961664,174934,1972,8713,64093,100156,1009433,230198
2009,CO,Colorado,5024748,17022,159,2269,3371,11223,134196,26637
2009,CT,Connecticut,3518288,10588,106,657,4001,5824,82625,15172
2009,DC,District of Columbia,599657,8089,145,150,4404,3390,28495,3696
2009,DE,Delaware,885122,5713,41,395,1680,3597,29685,6943
2009,FL,Florida,18537969,113541,1017,5501,30911,76112,712010,181884
2009,GA,Georgia,9829211,42073,566,2323,14631,24553,360985,98606
2009,HI,Hawaii,1295178,3550,23,385,1030,2112,47516,9244
2009,IA,Iowa,3007856,8485,38,890,1201,6356,70080,16419
2009,ID,Idaho,1545801,3805,24,575,254,2952,31220,6682
2009,IL,Illinois,12910409,64185,773,3901,22923,36588,353347,77850
2009,IN,Indiana,6423113,21455,312,1621,7347,12175,199907,48880
2009,KS,Kansas,2818747,11460,125,1179,1786,8370,90930,19473
2009,KY,Kentucky,4314113,11000,184,1531,3642,5643,108914,29880
2009,LA,Louisiana,4492076,28878,529,1351,6150,20848,172619,46928
2009,MA,Massachusetts,6593587,30503,173,1734,7467,21129,153178,34515
2009,MD,Maryland,5699478,33625,440,1156,12007,20022,182295,36905
2009,ME,Maine,1318301,1580,26,375,399,780,31706,6729
2009,MI,Michigan,9969727,49825,623,4524,12427,32251,284019,76046
2009,MN,Minnesota,5266214,12874,74,1789,3619,7392,139286,25580
2009,MO,Missouri,5987580,29513,387,1606,7437,20083,201783,43591
2009,MS,Mississippi,2951996,8451,194,991,2969,4297,87327,29559
2009,MT,Montana,974989,2798,32,357,228,2181,24826,3686
2009,NC,North Carolina,9380884,37946,489,2306,11825,23326,343707,107830
2009,ND,North Dakota,646844,1723,12,296,107,1308,12813,2426
2009,NE,Nebraska,1796619,5199,41,617,1220,3321,49731,8726
2009,NH,New Hampshire,1324575,2125,11,399,454,1261,28790,4915
2009,NJ,New Jersey,8707739,27113,319,1041,11639,14114,180752,36945
2009,NM,New Mexico,2009671,12709,198,1069,1932,9510,74639,21955
2009,NV,Nevada,2643085,18639,156,1024,6028,11431,80976,22115
2009,NY,New York,19541453,75110,781,2582,28141,43606,377537,62769
2009,OH,Ohio,11542645,38305,527,4119,17670,15989,376446,104009
2009,OK,Oklahoma,3687050,18560,234,1535,3358,13433,132350,38071
2009,OR,Oregon,3825657,9968,88,1202,2499,6179,114780,19739
2009,PA,Pennsylvania,12604767,48188,664,3626,17504,26394,277182,54772
2009,RI,Rhode Island,1053209,2678,32,296,785,1565,27558,5753
2009,SC,South Carolina,4561242,30799,305,1663,5753,23078,178310,45443
2009,SD,South Dakota,812383,1777,30,501,117,1129,14378,2621
2009,TN,Tennessee,6296254,41933,468,2019,9653,29793,237157,63832
2009,TX,Texas,24782302,121684,1330,8311,38022,74021,995082,240058
2009,UT,Utah,2784572,5998,39,941,1304,3714,91751,15258
2009,VA,Virginia,7882590,18195,370,1572,6342,9911,194020,31956
2009,VT,Vermont,621760,837,8,132,111,586,15010,3471
2009,WA,Washington,6664195,22412,190,2583,6711,12928,245215,53047
2009,WI,Wisconsin,5654774,14650,146,1118,4904,8482,147692,26813
2009,WV,West Virginia,1819777,5554,84,470,914,4086,46215,12005
2009,WY,Wyoming,544270,1196,11,172,78,935,14243,2176
2010,AK,Alaska,714146,4537,31,533,594,3379,20259,3105
2010,AL,Alabama,4785401,18363,275,1355,4864,11869,168828,42484
2010,AR,Arkansas,2921588,14711,134,1321,2369,10887,103820,32463
2010,AZ,Arizona,6413158,26528,408,2191,6953,16976,226802,50932
2010,CA,California,37338198,164133,1809,8331,58116,95877,981939,228857
2010,CO,Colorado,5047692,16339,129,2230,3164,10816,135001,26196
2010,CT,Connecticut,3575498,10083,133,595,3553,5802,78259,15145
2010,DC,District of Columbia,604912,8026,132,187,4325,3382,28802,4233
2010,DE,Delaware,899792,5608,51,326,1839,3392,31078,7550
2010,FL,Florida,18838613,101969,987,5373,26086,69523,669035,169119
2010,GA,Georgia,9712157,39068,555,2107,12372,24034,353449,96947
2010,HI,Hawaii,1363359,3603,25,377,1065,2136,45667,8706
2010,IA,Iowa,3050202,8191,38,883,1012,6258,68740,16746
2010,ID,Idaho,1571102,3464,22,533,213,2696,31436,6513
2010,IL,Illinois,12841980,57132,704,3066,20386,32976,349064,77472
2010,IN,Indiana,6490622,20983,268,1760,6559,12396,199274,48570
2010,KS,Kansas,2859143,10602,97,1146,1538,7821,89109,19315
2010,KY,Kentucky,4347223,10604,188,1438,3748,5230,111170,30443
2010,LA,Louisiana,4545343,25241,500,1230,5297,18214,165667,45437
